name,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,config,time,Best Time(s),Best Time(ms),Best Config,,part1,part2,part1-bclt,part2-bclt,bclt,part1-mathsat,part2-mathsat,mathsat,par1-z3,part2-z3,z3
NO_21.c,part1-1-1-bclt,273,part1-1-1-z3,504,part1-1-1-mathsat,234,part1-1-2-bclt,255,part1-1-2-z3,9751,part1-1-2-mathsat,259,part1-1-3-bclt,280,part1-1-3-mathsat,262,part1-2-1-bclt,251,part1-2-1-z3,5545,part1-2-1-mathsat,255,part1-2-2-bclt,290,part1-2-2-mathsat,310,part1-2-3-bclt,742,part1-2-3-mathsat,562,part1-3-1-bclt,246,part1-3-1-z3,11119,part1-3-1-mathsat,229,part1-3-2-bclt,371,part1-3-2-mathsat,319,part1-3-3-bclt,5207,part2-1-1-bclt,6587,part2-1-1-z3,6696,part2-1-1-mathsat,5710,part2-1-2-bclt,6001,part2-1-2-z3,8946,part2-1-3-bclt,7397,part2-2-1-bclt,5189,part2-2-1-z3,6805,part2-2-1-mathsat,5019,part2-2-2-bclt,6484,part2-2-2-mathsat,6296,part2-2-3-bclt,7432,part2-3-1-bclt,6378,part2-3-1-mathsat,5546,part2-3-2-bclt,5643,part2-3-3-bclt,13907,,,,,,,,,,,0.229,229,part1-3-1-mathsat,linear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NO_22.c,part1-1-1-bclt,285,part1-1-1-z3,673,part1-1-1-mathsat,228,part1-1-2-z3,5886,part1-1-2-mathsat,168,part1-1-3-mathsat,376,part1-2-1-z3,27917,part1-2-1-mathsat,272,part1-2-2-mathsat,503,part1-2-3-mathsat,5080,part1-3-1-bclt,1044,part1-3-1-mathsat,374,part1-3-2-mathsat,3790,part2-1-1-bclt,4734,part2-1-1-mathsat,4581,part2-1-2-bclt,5803,part2-1-2-mathsat,6160,part2-1-3-bclt,6274,part2-2-1-bclt,4628,part2-2-1-z3,34161,part2-2-1-mathsat,4930,part2-2-2-bclt,7636,part2-2-3-bclt,18377,part2-3-1-bclt,5304,part2-3-1-mathsat,4849,part2-3-2-bclt,12446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.168,168,part1-1-2-mathsat,linear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NO_23.c,part1-1-1-bclt,309,part1-1-1-z3,1314,part1-1-1-mathsat,326,part1-1-2-z3,5185,part1-1-2-mathsat,263,part1-1-3-mathsat,352,part1-2-1-z3,20548,part1-2-1-mathsat,291,part1-2-2-mathsat,413,part1-2-3-mathsat,4879,part1-3-1-mathsat,347,part1-3-2-mathsat,655,part2-1-1-bclt,4093,part2-1-1-z3,6988,part2-1-1-mathsat,4909,part2-1-2-bclt,4566,part2-1-2-z3,20156,part2-1-2-mathsat,21121,part2-2-1-bclt,4454,part2-2-1-z3,32428,part2-2-1-mathsat,5004,part2-2-2-bclt,5938,part2-2-3-bclt,11077,part2-3-1-bclt,5222,part2-3-1-mathsat,4463,part2-3-2-bclt,8101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.263,263,part1-1-2-mathsat,linear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NO_24.c,part1-1-1-bclt,261,part1-1-1-z3,334,part1-1-1-mathsat,370,part1-1-2-bclt,266,part1-1-2-z3,554,part1-1-2-mathsat,263,part1-1-3-bclt,343,part1-1-3-z3,6439,part1-1-3-mathsat,282,part1-2-1-bclt,260,part1-2-1-z3,1055,part1-2-1-mathsat,300,part1-2-2-z3,35762,part1-2-2-mathsat,707,part1-2-3-mathsat,12254,part1-3-1-z3,20171,part1-3-1-mathsat,572,part1-3-2-bclt,2105,part1-3-2-mathsat,5834,part2-1-1-bclt,4571,part2-1-1-mathsat,4524,part2-1-2-bclt,5505,part2-1-2-z3,5726,part2-1-3-bclt,5120,part2-2-1-bclt,4989,part2-2-1-z3,5047,part2-2-1-mathsat,4932,part2-2-2-bclt,5955,part2-2-3-bclt,8501,part2-3-1-bclt,4518,part2-3-1-z3,8637,part2-3-1-mathsat,5126,part2-3-3-bclt,52462,,,,,,,,,,,,,,,,,,,0.26,260,part1-2-1-bclt,linear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NonTermination1_false-termination.c,part1-1-1-bclt,306,part1-1-1-z3,278,part1-1-1-mathsat,229,part1-1-2-z3,486,part1-1-2-mathsat,257,part1-1-3-z3,832,part1-1-3-mathsat,310,part1-2-1-z3,331,part1-2-1-mathsat,256,part1-2-2-z3,11498,part1-2-2-mathsat,435,part1-3-1-z3,4660,part1-3-1-mathsat,256,part1-3-2-mathsat,1245,part2-1-1-bclt,5141,part2-1-1-mathsat,5131,part2-1-3-bclt,5370,part2-1-3-z3,6070,part2-2-1-bclt,5524,part2-2-1-z3,7095,part2-2-1-mathsat,4796,part2-2-2-bclt,6972,part2-2-3-bclt,11704,part2-3-1-bclt,5248,part2-3-1-z3,5154,part2-3-1-mathsat,5689,part2-3-2-bclt,27735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.229,229,part1-1-1-mathsat,linear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NonTermination2_false-termination.c,part1-2-1-z3,14415,part1-2-1-mathsat,1202,part1-2-2-mathsat,4998,part1-3-1-mathsat,33385,part2-1-2-z3,20348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.202,1202,part1-2-1-mathsat,linear,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
NonTermination4_false-termination.c,part1-1-1-bclt,259,part1-1-1-z3,296,part1-1-1-mathsat,297,part1-1-2-bclt,382,part1-1-2-z3,602,part1-1-2-mathsat,327,part1-1-3-bclt,379,part1-1-3-z3,2615,part1-1-3-mathsat,417,part1-2-1-bclt,268,part1-2-1-z3,580,part1-2-1-mathsat,313,part1-2-2-bclt,546,part1-2-2-z3,11858,part1-2-2-mathsat,294,part1-2-3-bclt,2945,part1-2-3-mathsat,1954,part1-3-1-bclt,338,part1-3-1-z3,32677,part1-3-1-mathsat,323,part1-3-2-bclt,1069,part1-3-3-bclt,39130,part2-1-1-bclt,4944,part2-1-1-mathsat,4873,part2-1-3-bclt,5328,part2-2-1-bclt,4475,part2-2-1-z3,4951,part2-2-1-mathsat,4802,part2-2-2-bclt,5540,part2-2-3-bclt,9223,part2-3-1-bclt,4670,part2-3-1-mathsat,5025,part2-3-2-bclt,6961,part2-3-3-bclt,37982,,,,,,,,,,,,,,,,,0.259,259,part1-1-1-bclt,linear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NonTerminationSimple2_false-termination.c,part1-1-1-bclt,237,part1-1-1-z3,252,part1-1-1-mathsat,221,part1-1-2-bclt,202,part1-1-2-z3,382,part1-1-2-mathsat,230,part1-1-3-bclt,292,part1-1-3-z3,962,part1-1-3-mathsat,463,part1-2-1-bclt,284,part1-2-1-z3,279,part1-2-1-mathsat,224,part1-2-2-bclt,259,part1-2-2-z3,2042,part1-2-2-mathsat,428,part1-2-3-bclt,611,part1-2-3-mathsat,2487,part1-3-1-bclt,265,part1-3-1-z3,2363,part1-3-1-mathsat,982,part1-3-2-bclt,437,part1-3-2-mathsat,1739,part1-3-3-bclt,4603,part2-1-1-bclt,5199,part2-1-1-z3,5347,part2-1-1-mathsat,4838,part2-1-2-bclt,5219,part2-1-2-z3,5652,part2-1-2-mathsat,10765,part2-1-3-bclt,4883,part2-1-3-z3,27644,part2-2-1-bclt,5377,part2-2-1-z3,5771,part2-2-1-mathsat,5506,part2-2-2-bclt,5535,part2-2-2-z3,15379,part2-2-3-bclt,5445,part2-3-1-bclt,5658,part2-3-1-z3,5976,part2-3-1-mathsat,5117,part2-3-2-bclt,6033,part2-3-3-bclt,13895,0.202,202,part1-1-2-bclt,linear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NonTerminationSimple3_false-termination.c,part1-2-1-bclt,246,part1-2-1-z3,985,part1-2-1-mathsat,219,part1-2-2-bclt,479,part1-2-2-z3,40391,part1-2-2-mathsat,441,part1-2-3-bclt,4632,part1-3-1-bclt,321,part1-3-1-z3,4312,part1-3-1-mathsat,296,part1-3-2-bclt,822,part1-3-2-mathsat,4082,part1-3-3-bclt,32330,part2-1-2-bclt,6200,part2-1-2-z3,12860,part2-1-3-bclt,5528,part2-1-3-z3,45842,part2-2-2-bclt,6389,part2-2-3-bclt,13783,part2-3-2-bclt,8847,part2-3-3-bclt,59176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.219,219,part1-2-1-mathsat,linear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
NonTerminationSimple4_false-termination.c,part1-1-1-z3,342,part1-1-1-mathsat,222,part1-1-2-z3,430,part1-1-2-mathsat,257,part1-1-3-z3,1256,part1-1-3-mathsat,278,part1-2-1-z3,857,part1-2-1-mathsat,266,part1-2-2-z3,59491,part1-2-2-mathsat,560,part1-2-3-mathsat,24532,part1-3-1-bclt,2246,part1-3-1-z3,8103,part1-3-1-mathsat,2275,part2-1-1-bclt,5224,part2-1-1-z3,6065,part2-1-1-mathsat,4746,part2-1-2-z3,14744,part2-1-3-bclt,5947,part2-1-3-z3,12781,part2-2-1-bclt,5159,part2-2-1-z3,4488,part2-2-1-mathsat,5229,part2-2-2-bclt,6516,part2-2-3-bclt,16066,part2-3-1-bclt,4646,part2-3-1-z3,5458,part2-3-1-mathsat,6176,part2-3-2-bclt,7503,,,,,,,,,,,,,,,,,,,,,,,,,,,0.222,222,part1-1-1-mathsat,linear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NonTerminationSimple5_false-termination.c,part1-1-1-bclt,284,part1-1-1-z3,360,part1-1-1-mathsat,320,part1-1-2-bclt,266,part1-1-2-z3,628,part1-1-2-mathsat,319,part1-1-3-bclt,430,part1-1-3-z3,18416,part1-1-3-mathsat,606,part1-2-1-bclt,189,part1-2-1-z3,20742,part1-2-1-mathsat,547,part1-2-2-bclt,806,part1-2-2-mathsat,1738,part1-2-3-bclt,29308,part1-3-1-bclt,311,part1-3-1-mathsat,637,part1-3-2-bclt,5587,part2-1-1-bclt,5935,part2-1-1-z3,5755,part2-1-1-mathsat,5302,part2-1-2-bclt,6029,part2-1-2-z3,16846,part2-1-2-mathsat,7675,part2-1-3-bclt,6648,part2-1-3-mathsat,34322,part2-2-1-bclt,5801,part2-2-1-z3,7210,part2-2-1-mathsat,5492,part2-2-2-bclt,7425,part2-2-2-mathsat,13879,part2-2-3-bclt,26274,part2-3-1-bclt,5923,part2-3-1-z3,23072,part2-3-1-mathsat,6146,part2-3-2-bclt,11002,,,,,,,,,,,,,0.189,189,part1-2-1-bclt,linear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NonTerminationSimple6_false-termination.c,part1-2-1-bclt,259,part1-2-1-z3,463,part1-2-1-mathsat,256,part1-2-2-bclt,397,part1-2-2-z3,25118,part1-2-2-mathsat,447,part1-2-3-bclt,4583,part1-2-3-mathsat,7172,part1-3-1-bclt,237,part1-3-1-z3,19662,part1-3-1-mathsat,488,part1-3-2-bclt,651,part1-3-2-mathsat,55250,part1-3-3-bclt,42807,part2-1-1-z3,5707,part2-1-1-mathsat,9751,part2-2-1-z3,5599,part2-2-1-mathsat,6071,part2-2-2-bclt,5886,part2-3-1-bclt,4819,part2-3-1-z3,10183,part2-3-1-mathsat,5593,part2-3-2-bclt,7859,part2-3-3-bclt,45399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.237,237,part1-3-1-bclt,linear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NonTerminationSimple7_false-termination.c,part1-2-1-bclt,267,part1-2-1-z3,836,part1-2-1-mathsat,301,part1-2-2-bclt,435,part1-2-2-z3,54819,part1-2-2-mathsat,822,part1-2-3-bclt,3733,part1-2-3-mathsat,3444,part1-3-1-bclt,256,part1-3-1-z3,1559,part1-3-1-mathsat,348,part1-3-2-bclt,741,part1-3-2-mathsat,5080,part1-3-3-bclt,34584,part2-1-2-bclt,6972,part2-1-3-bclt,5895,part2-1-3-z3,42336,part2-2-3-bclt,18126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.256,256,part1-3-1-bclt,linear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
NonTerminationSimple8_false-termination.c,part1-1-1-bclt,297,part1-1-1-z3,15465,part1-1-1-mathsat,532,part1-1-2-bclt,564,part1-1-2-mathsat,682,part1-1-3-bclt,15302,part1-1-3-mathsat,6216,part1-2-1-bclt,488,part1-2-1-mathsat,6934,part1-2-2-bclt,12322,part1-3-1-bclt,963,part2-1-1-bclt,4791,part2-1-1-z3,46092,part2-1-2-bclt,6674,part2-1-3-bclt,11834,part2-2-1-bclt,5829,part2-2-2-bclt,13120,part2-3-1-bclt,6773,part2-3-2-bclt,36816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.297,297,part1-1-1-bclt,linear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
NonTerminationSimple9_false-termination.c,part1-2-1-bclt,246,part1-2-1-z3,893,part1-2-1-mathsat,255,part1-2-2-bclt,439,part1-2-2-z3,38956,part1-2-2-mathsat,425,part1-2-3-bclt,5211,part1-3-1-bclt,248,part1-3-1-z3,3940,part1-3-1-mathsat,250,part1-3-2-bclt,663,part1-3-2-mathsat,4490,part1-3-3-bclt,32841,part2-1-2-bclt,6456,part2-1-2-z3,14292,part2-1-3-bclt,5049,part2-1-3-z3,44277,part2-2-2-bclt,6408,part2-2-3-bclt,13617,part2-3-2-bclt,8068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.246,246,part1-2-1-bclt,linear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
PastaC10.c,part1-2-1-bclt,689,part1-2-1-z3,3794,part1-2-1-mathsat,329,part1-2-2-bclt,23580,part1-2-2-mathsat,20672,part1-2-3-bclt,45316,part1-3-1-bclt,7601,part1-3-1-mathsat,3642,part1-3-2-bclt,37721,part2-1-2-bclt,7045,part2-1-3-bclt,15190,part2-2-2-bclt,27276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.329,329,part1-2-1-mathsat,linear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
Rotation180_false-termination.c,part1-1-1-bclt,226,part1-1-1-z3,289,part1-1-1-mathsat,224,part1-1-2-bclt,216,part1-1-2-z3,438,part1-1-2-mathsat,243,part1-1-3-bclt,356,part1-1-3-z3,1233,part1-1-3-mathsat,404,part1-2-1-bclt,253,part1-2-1-z3,774,part1-2-1-mathsat,264,part1-2-2-bclt,602,part1-2-2-mathsat,1095,part1-2-3-bclt,5707,part1-3-1-bclt,831,part1-3-1-z3,863,part1-3-1-mathsat,573,part1-3-2-bclt,9411,part1-3-2-mathsat,54172,part2-1-1-z3,4582,part2-1-1-mathsat,4384,part2-2-1-z3,6067,part2-2-1-mathsat,5714,part2-3-1-z3,4975,part2-3-1-mathsat,4405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.216,216,part1-1-2-bclt,linear,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Singapore_plus_false-termination.c,part1-2-1-bclt,205,part1-2-1-z3,2664,part1-2-1-mathsat,398,part1-2-2-bclt,487,part1-2-2-mathsat,1276,part1-2-3-bclt,3790,part1-2-3-mathsat,20064,part1-3-1-bclt,275,part1-3-1-mathsat,374,part1-3-2-bclt,1152,part1-3-2-mathsat,10042,part1-3-3-bclt,43218,part2-1-2-bclt,5461,part2-2-2-bclt,7209,part2-2-3-bclt,16135,part2-3-2-bclt,10759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.205,205,part1-2-1-bclt,linear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
Singapore_v1_false-termination.c,part1-2-1-bclt,266,part1-2-1-z3,4942,part1-2-1-mathsat,379,part1-2-2-bclt,329,part1-2-2-z3,49933,part1-2-2-mathsat,1540,part1-2-3-bclt,3455,part1-2-3-mathsat,10147,part1-3-1-bclt,264,part1-3-1-z3,14078,part1-3-1-mathsat,561,part1-3-2-bclt,915,part1-3-2-mathsat,13404,part1-3-3-bclt,45594,part2-1-2-z3,6125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.264,264,part1-3-1-bclt,linear,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
Singapore_v2_false-termination.c,part1-2-1-bclt,263,part1-2-1-z3,2220,part1-2-1-mathsat,296,part1-2-2-bclt,362,part1-2-2-z3,36926,part1-2-2-mathsat,30694,part1-2-3-bclt,4683,part1-2-3-mathsat,9885,part1-3-1-bclt,313,part1-3-1-z3,9156,part1-3-1-mathsat,7996,part1-3-2-bclt,962,part1-3-2-mathsat,20369,part1-3-3-bclt,38503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.263,263,part1-2-1-bclt,linear,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
Sunset.c,part1-2-2-mathsat,1713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.713,1713,part1-2-2-mathsat,linear,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
Swingers.c,part1-1-1-bclt,272,part1-1-1-z3,2624,part1-1-1-mathsat,355,part1-1-2-bclt,360,part1-1-2-z3,14131,part1-1-2-mathsat,315,part1-1-3-bclt,856,part1-1-3-mathsat,336,part1-2-1-bclt,798,part1-2-1-z3,32054,part1-2-1-mathsat,281,part1-2-2-mathsat,521,part1-3-1-bclt,4552,part1-3-1-mathsat,1099,part2-1-1-bclt,4686,part2-1-1-mathsat,4712,part2-1-2-bclt,6124,part2-1-3-bclt,6350,part2-2-1-bclt,5195,part2-2-1-z3,54299,part2-2-1-mathsat,5909,part2-2-2-bclt,6342,part2-2-3-bclt,10668,part2-3-1-bclt,5256,part2-3-1-mathsat,5834,part2-3-2-bclt,8313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.272,272,part1-1-1-bclt,linear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TrueDiv.c,part1-1-1-bclt,290,part1-1-1-z3,312,part1-1-1-mathsat,263,part1-1-2-bclt,272,part1-1-2-z3,645,part1-1-2-mathsat,319,part1-1-3-bclt,296,part1-1-3-z3,1864,part1-1-3-mathsat,314,part1-2-1-bclt,206,part1-2-1-z3,461,part1-2-1-mathsat,275,part1-2-2-bclt,323,part1-2-2-z3,16291,part1-2-2-mathsat,510,part1-2-3-bclt,1496,part1-3-1-bclt,305,part1-3-1-z3,1518,part1-3-1-mathsat,372,part1-3-2-bclt,689,part1-3-2-mathsat,1027,part1-3-3-bclt,19114,part2-1-1-bclt,4362,part2-1-1-mathsat,4210,part2-2-1-bclt,4489,part2-2-1-z3,5108,part2-2-1-mathsat,4132,part2-2-2-z3,45758,part2-3-1-bclt,4569,part2-3-1-z3,4856,part2-3-1-mathsat,4481,part2-3-2-bclt,6140,part2-3-3-bclt,30248,,,,,,,,,,,,,,,,,,,0.206,206,part1-2-1-bclt,linear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
TwoFloatInterv.c,part1-2-2-mathsat,5077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.077,5077,part1-2-2-mathsat,linear,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
UpAndDown.c,part1-2-1-mathsat,3538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.538,3538,part1-2-1-mathsat,linear,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
UpAndDownIneq.c,part1-2-1-z3,37130,part1-2-1-mathsat,974,part1-3-1-mathsat,2577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.974,974,part1-2-1-mathsat,linear,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
Urban-WST2013-Fig1_false-termination.c,part1-1-1-bclt,220,part1-1-1-z3,349,part1-1-1-mathsat,248,part1-1-2-bclt,228,part1-1-2-z3,4453,part1-1-2-mathsat,194,part1-1-3-bclt,267,part1-1-3-mathsat,268,part1-2-1-bclt,224,part1-2-1-z3,1570,part1-2-1-mathsat,225,part1-2-2-bclt,295,part1-2-2-mathsat,290,part1-2-3-bclt,2584,part1-2-3-mathsat,781,part1-3-1-bclt,251,part1-3-1-z3,12640,part1-3-1-mathsat,278,part1-3-2-bclt,545,part1-3-2-mathsat,528,part1-3-3-bclt,35948,part2-1-1-bclt,5354,part2-1-1-z3,5156,part2-1-1-mathsat,6370,part2-1-2-bclt,5330,part2-1-2-z3,8798,part2-1-2-mathsat,5281,part2-1-3-bclt,6181,part2-2-1-bclt,5466,part2-2-1-z3,5362,part2-2-1-mathsat,29368,part2-2-2-bclt,5101,part2-2-2-mathsat,7387,part2-2-3-bclt,11574,part2-3-1-bclt,6322,part2-3-1-z3,36572,part2-3-1-mathsat,40959,part2-3-2-bclt,7109,part2-3-2-mathsat,7327,part2-3-3-bclt,40604,,,,,0.194,194,part1-1-2-mathsat,linear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Velroyen_false-termination.c,part1-2-1-mathsat,219,part1-2-2-mathsat,1096,part1-3-1-bclt,2121,part1-3-1-mathsat,677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.219,219,part1-2-1-mathsat,linear,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
WhileIncr.c,part1-1-1-bclt,243,part1-1-1-z3,295,part1-1-1-mathsat,248,part1-1-2-bclt,184,part1-1-2-z3,350,part1-1-2-mathsat,277,part1-1-3-bclt,287,part1-1-3-z3,1213,part1-1-3-mathsat,359,part1-2-1-bclt,262,part1-2-1-z3,408,part1-2-1-mathsat,289,part1-2-2-bclt,356,part1-2-2-z3,1602,part1-2-2-mathsat,456,part1-2-3-bclt,733,part1-2-3-mathsat,2672,part1-3-1-bclt,229,part1-3-1-z3,1334,part1-3-1-mathsat,219,part1-3-2-bclt,441,part1-3-2-mathsat,1909,part1-3-3-bclt,5782,part2-1-1-bclt,6365,part2-1-1-z3,5837,part2-1-1-mathsat,7017,part2-1-2-bclt,6396,part2-1-2-z3,7341,part2-1-3-bclt,6015,part2-1-3-z3,20874,part2-2-1-bclt,5178,part2-2-1-z3,5105,part2-2-1-mathsat,5425,part2-2-2-bclt,5648,part2-2-2-z3,27008,part2-2-3-bclt,6703,part2-3-1-bclt,5046,part2-3-1-z3,6583,part2-3-1-mathsat,5946,part2-3-2-bclt,5376,part2-3-3-bclt,21189,,,0.184,184,part1-1-2-bclt,linear,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
WhileIncrPart.c,part1-1-1-z3,249,part1-1-1-mathsat,236,part1-1-2-z3,485,part1-1-2-mathsat,271,part1-1-3-z3,14775,part1-1-3-mathsat,447,part1-2-1-z3,1352,part1-2-1-mathsat,316,part1-2-2-mathsat,1285,part1-3-1-z3,10651,part1-3-1-mathsat,563,part1-3-2-mathsat,6191,part2-1-1-bclt,5399,part2-1-1-z3,4799,part2-1-1-mathsat,5556,part2-1-2-z3,9924,part2-1-2-mathsat,7050,part2-1-3-bclt,6265,part2-1-3-mathsat,6045,part2-2-1-bclt,5593,part2-2-1-z3,5833,part2-2-1-mathsat,5622,part2-2-2-mathsat,5708,part2-3-1-bclt,6491,part2-3-1-z3,14607,part2-3-1-mathsat,8955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.236,236,part1-1-1-mathsat,linear,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
WhileNested.c,part1-1-1-bclt,221,part1-1-1-z3,344,part1-1-1-mathsat,317,part1-1-2-bclt,250,part1-1-2-z3,8606,part1-1-2-mathsat,477,part1-1-3-bclt,522,part1-1-3-mathsat,2318,part1-2-1-bclt,750,part1-2-1-z3,37249,part1-2-1-mathsat,2900,part1-2-2-bclt,1070,part1-2-3-bclt,17625,part1-3-1-bclt,379,part1-3-2-bclt,3560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.221,221,part1-1-1-bclt,linear,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
WhileNestedOffset.c,part1-1-1-bclt,213,part1-1-1-z3,550,part1-1-1-mathsat,241,part1-1-2-bclt,370,part1-1-2-z3,914,part1-1-2-mathsat,494,part1-1-3-bclt,527,part1-1-3-mathsat,4211,part1-2-1-bclt,336,part1-2-1-z3,38074,part1-2-1-mathsat,3021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.213,213,part1-1-1-bclt,linear,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
